anio mes dia compania atendidos respuesta
2017 11 22 VirginAtlantic 23 28.907246376811592
2017 11 23 AirAsiaSupport 124 18.088978494623657
2017 11 23 AlaskaAir 83 4.9775100401606425
2017 11 23 British_Airways 63 31.41058201058201
2017 11 23 JetBlue 72 3.8224537037037036
2017 11 23 VirginAmerica 16 7.667708333333334
2017 11 23 VirginAtlantic 38 12.317105263157895
2017 11 24 AirAsiaSupport 84 28.450992063492063
2017 11 24 AlaskaAir 75 5.083333333333333
2017 11 24 British_Airways 81 27.87633744855967
2017 11 24 JetBlue 54 3.3055555555555554
2017 11 24 VirginAmerica 19 4.583333333333333
2017 11 24 VirginAtlantic 54 23.59722222222222
2017 11 25 AirAsiaSupport 90 22.516296296296296
2017 11 25 AlaskaAir 78 3.48974358974359
2017 11 25 British_Airways 88 28.16723484848485
2017 11 25 JetBlue 67 6.039800995024875
2017 11 25 VirginAmerica 17 4.2784313725490195
2017 11 25 VirginAtlantic 39 12.22051282051282
2017 11 26 AirAsiaSupport 128 20.91419270833333
2017 11 26 AlaskaAir 79 4.857172995780591
2017 11 26 British_Airways 69 34.97125603864734
2017 11 26 JetBlue 82 7.777439024390244
2017 11 26 VirginAmerica 28 4.724404761904762
2017 11 26 VirginAtlantic 33 17.17070707070707
2017 11 27 AirAsiaSupport 55 24.856060606060606
2017 11 27 AlaskaAir 90 8.522407407407407
2017 11 27 British_Airways 46 31.879710144927536
2017 11 27 JetBlue 102 6.479411764705882
2017 11 27 VirginAmerica 31 8.890322580645162
2017 11 27 VirginAtlantic 32 11.978645833333333
2017 11 28 AirAsiaSupport 73 20.885616438356163
2017 11 28 AlaskaAir 60 5.101666666666667
2017 11 28 British_Airways 24 20.021527777777777
2017 11 28 JetBlue 51 5.950653594771242
2017 11 28 VirginAmerica 30 5.807777777777778
2017 11 28 VirginAtlantic 38 15.979824561403507
2017 11 29 AirAsiaSupport 66 16.23257575757576
2017 11 29 AlaskaAir 69 7.219082125603864
2017 11 29 British_Airways 14 12.697619047619048
2017 11 29 JetBlue 82 4.9245934959349595
2017 11 29 VirginAmerica 20 6.638333333333333
2017 11 29 VirginAtlantic 30 7.714444444444444
2017 11 30 AirAsiaSupport 58 20.10028735632184
2017 11 30 AlaskaAir 121 4.741184573002755
2017 11 30 British_Airways 31 19.588172043010754
2017 11 30 JetBlue 78 5.118803418803419
2017 11 30 VirginAmerica 16 7.654166666666667
2017 11 30 VirginAtlantic 30 18.19611111111111
